300,46:24:48N,009:58:02E,0,T,DvlzzBrgsttn, *Z20
301,47:15:55N,009:07:19E,0,T,EbnatKpplBhf, *Z20
302,47:17:06N,009:24:45E,0,T,EbnlpBrgsttn, *Z20
303,45:38:30N,006:10:00E,749,TL,EcoleenBaugs, *Z50
304,46:45:18N,007:04:34E,699,TA,Ecuvillens,118.97 *Z100
305,46:10:39N,010:20:03E,0,T,Edolo Bhf, *Z20
306,47:19:56N,009:28:08E,0,T,EggerstandnK, *Z20
307,46:25:56N,008:05:43E,0,T,EggshrnBrgs, *Z20
308,47:23:57N,010:55:13E,0,T,Ehrwald K, *Z20
309,47:07:41N,008:45:14E,0,T,EinsdlnKlstr, *Z20
310,47:06:37N,008:43:48E,910,TL,Einsiedeln, *Z50
311,46:55:23N,009:10:30E,0,T,Elm Bahnhof, *Z20
312,48:10:00N,008:05:00E,0,T,Elzach Bhf, *Z20
313,47:05:32N,008:18:17E,427,TA,Emmen,120.42 *Z100
314,48:07:18N,007:51:00E,0,T,EmmendngnBhf, *Z20
315,46:49:14N,008:24:10E,0,T,EngelbergBhf, *Z20
316,47:51:30N,008:46:24E,0,T,Engen Bhf, *Z20
317,46:59:44N,008:03:51E,0,T,EntlebuchBhf, *Z20
318,47:23:22N,007:49:10E,0,T,EptigenKNord, *Z20
319,47:02:40N,007:05:51E,0,T,ErlachSchlss, *Z20
320,47:12:00N,011:23:58E,0,T,Erpbrcksdlnd, *Z20
321,46:55:02N,007:56:14E,0,T,EschlzmttBhf, *Z20
322,44:27:38N,006:13:06E,648,TL,Espinasses, *Z50
323,47:05:49N,008:49:03E,0,T,Euthal K, *Z20
324,46:28:51N,008:47:58E,0,T,Faido Kirche, *Z20
325,43:36:51N,006:42:01E,225,TA,Fayence, *Z100
326,46:42:32N,014:04:38E,0,TA,Feldkirchn, *Z100
327,46:32:30N,014:20:15E,0,TA,Ferlach, *Z100
328,47:21:51N,010:50:25E,0,T,Fernpass P, *Z20
329,46:24:18N,008:07:53E,0,T,Fiesch Bhf, *Z20
330,47:19:34N,008:55:08E,750,TL,Fieschental, *Z50
331,46:18:18N,007:36:12E,562,TL,Finges, *Z50
332,46:54:25N,006:35:01E,0,T,Fleurier Bhf, *Z20
333,46:50:20N,009:17:05E,0,T,Flims Kirche, *Z20
334,46:53:10N,008:00:59E,0,T,Fluehli LU K, *Z20
335,46:53:12N,008:36:41E,440,TL,Fluelen, *Z50
336,46:45:04N,009:56:52E,0,T,FluelpssHspz, *Z20
337,47:05:55N,009:20:43E,0,T,Flums Bhf, *Z20
338,46:26:20N,011:08:00E,0,T,Fondo Kirche, *Z20
339,46:28:50N,006:03:23E,1149,T,Fortrous, *Z20
340,47:33:40N,008:53:56E,0,T,FrauenfldBhf, *Z20
341,46:57:26N,007:20:19E,0,T,FrauenkpplnK, *Z20
342,48:28:00N,008:24:40E,0,T,FrednstdtBhf, *Z20
343,48:01:12N,007:50:04E,0,TA,FreiburgiB, *Z100
344,47:12:07N,008:45:50E,410,TL,Freienbach, *Z50
345,47:30:31N,008:00:52E,0,T,Frick Bhf, *Z20
346,47:30:32N,007:57:00E,545,TA,Fricktal Schupfart,119.55 *Z100
347,47:26:42N,016:04:33E,0,T,Friedberg K, *Z20
348,46:56:00N,014:25:58E,0,TA,FrieschHrt, *Z100
349,47:18:00N,011:35:00E,0,T,Fritzens Bhf, *Z20
350,47:23:03N,007:53:33E,0,T,FrohburgSndr, *Z20
351,46:35:26N,007:39:08E,0,T,Frutigen Bhf, *Z20
352,46:36:51N,010:21:43E,1640,TL,Fuldera, *Z50
353,46:34:26N,008:25:00E,0,T,Furkapass, *Z20
354,47:00:12N,009:25:15E,0,T,FurtBergsttn, *Z20
355,47:13:40N,012:49:34E,0,T,Fusch Kirche, *Z20
356,46:44:23N,008:21:16E,0,T,Gadmen K, *Z20
357,47:07:22N,009:06:03E,420,TL,Gaesi, *Z50
358,47:21:50N,009:27:18E,0,T,Gais Kirche, *Z20
359,44:27:16N,006:02:07E,599,TA,Gap Tallard, *Z100
360,47:55:18N,008:39:30E,0,T,GeisingenBhf, *Z20
361,47:31:52N,008:10:12E,0,T,GeissbrgSndr, *Z20
362,47:28:02N,007:50:53E,0,T,GeltrkndnBhf, *Z20
363,46:23:56N,007:36:54E,0,T,Gemmi Pass, *Z20
364,46:14:17N,006:06:32E,430,TA,Geneva Cointrin,118.70 *Z100
365,46:57:25N,010:44:27E,0,T,Gepatschsee, *Z20
366,47:10:22N,007:33:58E,0,T,GerlafngnBhf, *Z20
367,46:59:33N,008:31:50E,0,T,Gersau K, *Z20
368,46:29:48N,008:16:53E,0,T,GeschinenVSK, *Z20
369,46:33:46N,008:21:45E,0,T,Gletsch Bhf, *Z20
370,47:03:02N,008:33:07E,0,T,Goldau Bhf, *Z20
371,47:13:58N,009:01:27E,0,T,Gommiswald K, *Z20
372,46:22:08N,007:45:19E,0,T,GoppenstnBhf, *Z20
373,47:24:47N,009:15:19E,0,T,Gossau Bhf, *Z20
374,46:33:24N,008:34:06E,0,T,GotthardHspz, *Z20
375,47:28:30N,011:01:30E,0,T,Grainau K, *Z20
376,46:48:33N,010:32:36E,0,T,Graun Kirche, *Z20
377,47:27:00N,005:35:30E,0,T,GraySaonbrck, *Z20
378,47:10:53N,007:24:59E,430,TA,Grenchen,120.10 *Z100
379,47:11:33N,007:23:27E,0,T,GrenchnBhfNd, *Z20
380,47:11:24N,007:24:00E,0,T,GrenchnBhfSd, *Z20
381,47:13:57N,007:24:07E,0,T,Grenchnbrg, *Z20
382,45:12:58N,005:50:49E,219,TA,GrenobleVrsd, *Z100
383,46:34:24N,008:20:02E,0,T,Grimsel P, *Z20
